,edge_sx,edge_dx,n_lambdas,n_lambdas_inferred_aritm,n_lambdas_inferred_geo,n_nonzeros,mean_aritm_lambda,mean_geom_lambda,mean_lambda,var_uniform_lambda,var_lambda,mean_count,var_count
0,-6.9414277,-7.5882,377834,182997.6722849805,236118.48945947672,19191,0.8551037728846741,0.6627265842595349,0.4105499,0.09733197897243125,0.010367351,0.41415542275179046,3.7200996499440344
1,-7.5882,-7.7022753,565715,554541.9551385946,559331.3683997748,19191,0.2783847075401488,0.27600096958921455,0.27197137,0.00044050339267588337,0.0004187672,0.2728865241331766,2.429723217433543
2,-7.7022753,-7.7772207,693356,690963.356724618,693537.0475426955,19191,0.22285118089318476,0.22202418824716144,0.22076319,0.00012263621955865728,0.00012032669,0.22208216269852715,1.9855187586511913
3,-7.7772207,-7.835609,813828,805298.8670163638,807119.0400686635,19191,0.1908595756125369,0.1904291589836915,0.18983227,5.470433725387812e-05,5.4155356e-05,0.1888593167106563,1.6852695064324266
4,-7.835609,-7.8836827,910182,907401.2789852242,908791.4491907521,19191,0.168720282355358,0.16846219243846064,0.1681289,2.9007798966260324e-05,2.8811726e-05,0.16820482057434666,1.503250280256618
5,-7.8836827,-7.925896,1021933,1010250.7751243153,1011444.0968600871,19191,0.1520097819089551,0.15183043776392027,0.1516159,1.816398814147445e-05,1.8059352e-05,0.15027208241636195,1.3464121589649067
6,-7.925896,-7.9632406,1111969,1102765.3610260491,1103784.758783318,19191,0.13866957142879263,0.13854150347986408,0.1383968,1.1833951261278436e-05,1.1794975e-05,0.13752181940323877,1.223296839549355
7,-7.9632406,-7.9970694,1201514,1197452.0079787003,1198360.3008966136,19191,0.1277387310562853,0.12764191194046942,0.12753676,8.241909350479207e-06,8.213084e-06,0.1273068811516137,1.1364228899140318
8,-7.9970694,-8.0283785,1300653,1295655.7553109566,1296497.5767481537,19191,0.11849675299219634,0.11841981254225174,0.118341215,6.076155717181838e-06,6.070586e-06,0.11804147608931821,1.059060313653627
9,-8.0283785,-8.05719,1374625,1384065.3427364314,1384826.8397063143,19191,0.11056125406439028,0.11050045797238621,0.11044087,4.479896061188088e-06,4.46892e-06,0.11132054196599073,0.9943739459024797
10,-8.05719,-8.084568,1480907,1474275.5015463252,1475007.9246650534,19191,0.10362988453633971,0.10357842655977136,0.103529714,3.5541734723838746e-06,3.5495977e-06,0.10316583012977858,0.9204530923539442
11,-8.084568,-8.110526,1574348,1572891.7755859247,1573594.228243539,19191,0.0974529858819434,0.0974094828570234,0.09737135,2.8257022778407293e-06,2.8213367e-06,0.09736284480940681,0.8698235276184679
12,-8.110526,-8.13506,1655577,1657033.3217103812,1657694.3898259618,19191,0.09194504298968408,0.0919083764384312,0.091877826,2.247090275493146e-06,2.2450436e-06,0.09202592208033815,0.8221141623829806
13,-8.13506,-8.15888,1771626,1764481.4419858227,1765144.9809405557,19191,0.08696436037734928,0.08693166944181317,0.086905316,1.8949413002670802e-06,1.8934314e-06,0.08661365322026207,0.7775954940570473
14,-8.15888,-8.181422,1837833,1850474.6900285173,1851097.8991473294,19191,0.08244100868931582,0.08241325327540557,0.08239185,1.5251994252333315e-06,1.5241075e-06,0.08300808615363856,0.7419834671685793
15,-8.181422,-8.203542,1963063,1951992.8631907117,1952625.8498624554,19191,0.07830817565087876,0.07828279033116732,0.07826351,1.3250372451260225e-06,1.3240375e-06,0.07786657891264824,0.6966177592604768
16,-8.203542,-8.224745,2039444,2046707.107755524,2047316.9464310526,19191,0.07449624786186677,0.07447405750526023,0.07445873,1.1019013999604709e-06,1.1004363e-06,0.07476155265846966,0.6667459153294024
17,-8.224745,-8.245467,2151026,2150824.0700383345,2151436.204078738,19191,0.07098488534084466,0.07096468847672714,0.07095047,9.556454179774196e-07,9.555147e-07,0.07097822155566692,0.6338200138193435
18,-8.245467,-8.265602,2246214,2244821.6117001316,2245424.7858794206,19191,0.0677220850011612,0.06770389324818102,0.06769206,8.212119811375767e-07,8.204279e-07,0.06768010527937231,0.6036428406532096
19,-8.265602,-8.285431,2367819,2357201.634205801,2357815.890607549,19191,0.06467626603838064,0.0646594166267648,0.06464877,7.264100512799206e-07,7.258136e-07,0.06438625587513234,0.5755266738549513
20,-8.285431,-8.304828,2475837,2458469.825606385,2459082.8583711605,19191,0.061819754066948306,0.061804342819366954,0.061795145,6.35067188045391e-07,6.352462e-07,0.06138610902090889,0.5465668444161648
21,-8.304828,-8.323773,2572074,2577063.3234576164,2577676.385933367,19191,0.059149497263995716,0.05913542942466959,0.059127077,5.546711144530274e-07,5.545664e-07,0.05926423578792834,0.5306512308784174
22,-8.323773,-8.342727,2735577,2695511.0551273045,2696152.811935217,19191,0.056624141722465125,0.05661066365539054,0.056602903,5.087287673535257e-07,5.0897114e-07,0.05579481038186825,0.5006413573065591
23,-8.342727,-8.360994,2790913,2803826.360909098,2804446.476997714,19191,0.05424800983420502,0.05423601457455235,0.05422913,4.337646803163653e-07,4.33336e-07,0.054499011613762235,0.48712539277846484
24,-8.360994,-8.379131,2929611,2932190.7346485215,2932829.9971750677,19191,0.052021172496571684,0.05200983355561838,0.052003875,3.9320047831270163e-07,3.9280738e-07,0.05206698090633876,0.46545289152739755
25,-8.379131,-8.396879,3022423,3060604.6361727435,3061243.5711331484,19191,0.04991530045874813,0.049904882264383284,0.049899798,3.466486883814757e-07,3.466111e-07,0.050545869985769695,0.4521369301703977
26,-8.396879,-8.414511,3159274,3177856.5571654066,3178511.2998147677,19191,0.047922867901829355,0.047912996253584195,0.04790835,3.1535264673775277e-07,3.1513704e-07,0.048204745773870836,0.4304485153413745
27,-8.414511,-8.431973,3287890,3302812.413928098,3303479.9338410706,19191,0.046025017757278325,0.04601571768085492,0.046011638,2.8532862454714036e-07,2.8518556e-07,0.046233906852114884,0.4119663040282967
28,-8.431973,-8.449345,3431103,3437492.6597578265,3438180.1335867723,19191,0.04421565805196741,0.044206817006251564,0.044202954,2.605823814326747e-07,2.6048556e-07,0.04429799979773268,0.39450232263873825
29,-8.449345,-8.466738,3598704,3598013.1942915968,3598734.589494793,19191,0.04248094482880117,0.0424724291827971,0.042468876,2.4114428664486374e-07,2.4094618e-07,0.04247279020447361,0.3806179006207837
30,-8.466738,-8.484088,3755773,3744461.511793129,3745208.5692658965,19191,0.04081521455586094,0.04080707313717287,0.040803883,2.215070727958056e-07,2.2141732e-07,0.04069228891096453,0.3652403797549661
31,-8.484088,-8.501338,3903210,3888151.603172884,3888918.399681882,19191,0.039221207289231126,0.03921347385753183,0.03921068,2.0218974983490696e-07,2.0206754e-07,0.0390698937541152,0.3498663713564694
32,-8.501338,-8.518754,4115129,4033372.1122690183,4034182.925976356,19191,0.037686827738412636,0.03767925321909185,0.037676718,1.902872787815366e-07,1.9026277e-07,0.03693808869661194,0.32938997193713043
33,-8.518754,-8.53588,4219060,4196644.811270621,4197460.592638157,19191,0.03621726565751024,0.036210226789638957,0.036207784,1.6993584986134024e-07,1.6990305e-07,0.03602484913701156,0.32055423415519485
34,-8.53588,-8.552855,4353811,4354845.809040263,4355677.418411024,19191,0.034822817305079454,0.03481616874541689,0.034813836,1.5433298453239894e-07,1.5424492e-07,0.034831093954239174,0.3095559118813443
35,-8.552855,-8.569866,4538285,4534707.653624577,4535577.408875536,19191,0.03348661294154766,0.033480191453208435,0.033478186,1.4334218451207336e-07,1.4328836e-07,0.03346021679995857,0.29852488311300257
36,-8.569866,-8.586594,4636127,4726424.338918606,4727300.828734755,19191,0.0322106076567032,0.03220463548133169,0.032202896,1.282330428729157e-07,1.2832274e-07,0.03283797014188783,0.29354970530091795
37,-8.586594,-8.603651,4905614,4913108.085035263,4914055.495750603,19191,0.030982017363639473,0.030976044151644098,0.03097442,1.2336287875116404e-07,1.2331569e-07,0.03102934719282846,0.2772649407044668
38,-8.603651,-8.62089,5143325,5123451.265024937,5124460.339205722,19191,0.029782658623426432,0.029776794023085567,0.029775279,1.164307954307996e-07,1.1638802e-07,0.02966757885220164,0.2649591507717172
39,-8.62089,-8.63819,5352675,5309025.488976208,5310078.646122335,19191,0.028621636930453432,0.028615960351352443,0.028614614,1.0830458284027657e-07,1.0830216e-07,0.02838823578864773,0.25338420927988486
40,-8.63819,-8.655537,5557038,5547468.806819422,5548575.095612144,19191,0.027502452976833174,0.02749696946890973,0.02749574,1.0052992292205751e-07,1.00486204e-07,0.02745509388274833,0.24534368917063426
41,-8.655537,-8.672875,5750338,5755313.923136916,5756460.651451535,19191,0.026425839151638205,0.026420574934643153,0.026419425,9.273166372016304e-08,9.2757006e-08,0.026448706145621354,0.23605367940650074
42,-8.672875,-8.690403,6009651,5993179.904870098,5994400.178907487,19191,0.025386189371082748,0.02538102152995216,0.025379952,8.745229352653273e-08,8.745685e-08,0.02531661156363323,0.22681986515527483
43,-8.690403,-8.708109,6275462,6254591.885008688,6255891.432848917,19191,0.024377130083490364,0.02437206617739624,0.024371147,8.228711734300049e-08,8.229484e-08,0.024296059796075572,0.21768637975322808
44,-8.708109,-8.725802,6474188,6493273.592937461,6494620.844117966,19191,0.023403603409732937,0.023398748540899388,0.023397885,7.573975994062502e-08,7.575744e-08,0.023472596100082357,0.2096023413995786
45,-8.725802,-8.743844,6812699,6763217.034755196,6764676.053746118,19191,0.022460465074443436,0.02245562075598263,0.022454781,7.252927459184769e-08,7.2542974e-08,0.022297330323855495,0.19878669585096226
46,-8.743844,-8.761973,7061205,7066062.5982357925,7067601.812376926,19191,0.02154438881393561,0.021539696779946597,0.021538863,6.738399799733936e-08,6.7388854e-08,0.021559209794928768,0.1924034148925118
47,-8.761973,-8.780313,7359871,7353333.0475661075,7354972.128892209,19191,0.020658659007738125,0.020654055153147177,0.020653237,6.33992429180405e-08,6.340978e-08,0.020640307418431654,0.1836432365322797
48,-8.780313,-8.798899,7680168,7692984.867622162,7694746.162711954,19191,0.01979894704343526,0.019794415147584083,0.019793754,5.981099794918688e-08,5.979008e-08,0.0198319880502614,0.17720658329402436
49,-8.798899,-8.817643,7976572,8052306.142608164,8054181.244158362,19191,0.018966119431536324,0.01896170391134014,0.018961232,5.582368998928309e-08,5.5819626e-08,0.019146194630976814,0.17159839765876403
50,-8.817643,-8.836969,8460207,8369339.0934866695,8371410.87455963,19191,0.018153046292297654,0.01814855372368664,0.018148154,5.436247625378434e-08,5.4311883e-08,0.01795807123868246,0.1601528955727417
51,-8.836969,-8.856458,8772249,8743259.251483785,8745460.060836218,19191,0.01735977347054439,0.01735540485510914,0.017355058,5.0552421290286437e-08,5.05366e-08,0.01730240443471224,0.15427934429956275
52,-8.856458,-8.876405,9229625,9180240.92899818,9182661.801937751,19191,0.016589433891537272,0.016585060332709005,0.016584791,4.836353402923674e-08,4.8338986e-08,0.01650067039560112,0.14738540627621402
53,-8.876405,-8.89654,9569820,9539326.316491669,9541889.49357974,19191,0.015841370237932775,0.01583711487139716,0.015836924,4.49345218111054e-08,4.493149e-08,0.015790892618669942,0.14040261399598292
54,-8.89654,-8.917154,10059654,10052834.720384512,10055666.119911205,19191,0.015115537480376272,0.015111281359980338,0.015111128,4.2882993390224765e-08,4.288938e-08,0.015105290897678985,0.13487130776336184
55,-8.917154,-8.937973,10419891,10530336.119541945,10533361.02677383,19191,0.014411505794043093,0.014407367184534886,0.014407212,3.975668724162939e-08,3.9737607e-08,0.014564259837267012,0.12999634612834396
56,-8.937973,-8.959723,11162669,11084129.361363633,11087604.740331758,19191,0.013722593362198674,0.0137182920533519,0.013718275,3.93439077337377e-08,3.932608e-08,0.013626042302248682,0.1218762679505861
57,-8.959723,-8.981971,11703414,11729947.826781116,11733795.661421694,19191,0.013044985558302375,0.013040707748396234,0.0130408155,3.7196545745326124e-08,3.719306e-08,0.013074560978531564,0.11745105914417349
