,edge_sx,edge_dx,n_lambdas,n_nonzeros,mean_lambda,var_lambda,mean_count,var_count,F
43,-1.9914083958345865,-1.974310922738388,80817.0,284,0.13742185739986412,7.495859441139507e-07,0.0044050137966022,0.00653862201131457,1.4841888646100116
44,-2.004617353987678,-1.996041824233176,67322.0,2369,0.13546342513175497,2.1608666377764818e-07,0.042096194408959925,0.05707940027101108,1.35592266678145
45,-2.0221868639150298,-2.0080886249366507,79380.0,675,0.13324387615806646,5.03860037526227e-07,0.010745779793398842,0.016097680144069423,1.497999828167001
46,-2.0383950561859407,-2.024861015498013,88659.0,444,0.13133214436449764,3.207280570155513e-07,0.006023077183365479,0.008287750558703377,1.375946144860067
47,-2.055167446747305,-2.0388123001800764,80028.0,303,0.12900597501097147,4.1037609837743516e-07,0.004548408057179987,0.0062521165025639334,1.374482246947213
48,-2.0783484667491656,-2.055492529282139,65772.0,29099,0.1260343936504872,7.002509735676288e-07,0.5318524600133796,0.4631190946948848,0.8707647877237622
49,-2.103604225605732,-2.0811655321328413,51250.0,2200,0.12299478986261621,3.9661534693632983e-07,0.050673170731707316,0.06578344928019036,1.2981830762700137
50,-2.18537146222749,-2.1207016987019305,83736.0,996,0.11458779415214229,4.551517459728052e-06,0.01361421610776727,0.017751979956495956,1.3035953226062609
51,-2.215803107890068,-2.1901301050393656,68136.0,106,0.11071226289552208,1.1372799655368776e-06,0.0017318304567335917,0.0021397740402445907,1.2348996126980816
52,-2.2744208798245857,-2.244114448575296,97991.99999999999,157,0.10425603191663235,1.2051691474865983e-06,0.0019083190464527719,0.002619021392953643,1.3717916973433844
53,-2.3167741117773506,-2.2825255791721464,83735.99999999999,373,0.10067318511898234,1.325884621757728e-06,0.005338205789624535,0.007507091597545117,1.4060465273766225
54,-2.468509160630777,-2.322296821001228,37608.0,505,0.09293405646504867,3.220890917802165e-05,0.0162199532014465,0.022870288995615762,1.4080237965422142
55,-2.839283690354968,-2.5391737332687683,37628.0,36,0.07639803608425039,1.9754397005277043e-05,0.0010630381630700543,0.0012745157455479217,1.1803540005740658
56,-inf,-inf,78120.0,17,0.0,0.0,0.0002816180235535074,0.0004351485458715031,1.545172927430992
57,-inf,-inf,70056.0,19,0.0,0.0,0.0002854858969966884,0.00031395298449897317,1.0997145141030031
58,-inf,-inf,103256.99999999999,21,0.0,0.0,0.00024211433607406764,0.0003195323042660367,1.319757885663926
59,-inf,-inf,99099.0,19,0.0,0.0,0.000222000222000222,0.00030267829135628005,1.3634143634143634
60,-inf,-inf,54691.0,8,0.0,0.0,0.0004753981459472308,0.006728486216163634,14.153370755700205
