,edge_sx,edge_dx,n_lambdas,n_nonzeros,mean_lambda,var_lambda,mean_count,var_count,F
0,-5.584039712041612,-5.303748131246193,1590273.9999999995,62,0.004051421851038056,9.589111902034221e-08,4.464639426916369e-05,5.847849496753825e-05,1.3076667176422245
1,-5.681507261092261,-5.58674576071283,2690631.999999999,91,0.0035489029898964197,7.927079275339108e-09,3.976760850238904e-05,5.314578317134796e-05,1.3362094954460326
2,-5.763118290608928,-5.682048351814402,2710861.999999999,87,0.0032702161223195796,5.952805289266233e-09,3.873306719412498e-05,5.3487021112821186e-05,1.3807599599456433
3,-5.823547166547719,-5.769633683523649,3298287.999999999,156,0.003037888708823653,2.3427497294054017e-09,5.730245509185373e-05,7.973505340830991e-05,1.3914362051463922
4,-5.884474199089638,-5.828686861434555,3127319.999999999,38,0.002840581633008397,3.4858691060344796e-09,1.630789302022179e-05,2.6540030536515607e-05,1.6272209190055547
5,-5.940307394490922,-5.884520056835841,2524325.9999999995,52,0.0026943207970665474,1.983168908011775e-09,2.3768720838750625e-05,3.08987721382855e-05,1.2998927951985466
6,-5.979776790191208,-5.9414621650535935,4471459.999999998,1405,0.002592082127056587,1.3533494351019464e-09,0.00037258524061492234,0.0005093144684262269,1.3669707212132476
7,-6.014925988617744,-5.981941748140287,4167519.999999999,215,0.0024949430609275667,7.205267682046447e-10,6.502668253541676e-05,9.957537762722987e-05,1.5312892064919408
8,-6.043409871404345,-6.016941023841609,3602983.9999999995,50,0.0024131785303076435,2.8526035046001004e-10,1.8040601901090875e-05,2.8587089856873203e-05,1.5845815318830445
9,-6.085667028458131,-6.0461159200755645,3156061.999999999,302,0.002304921846103298,5.868845418722881e-10,0.00011565045300124019,0.0001663331669608058,1.4382354392894618
10,-6.120734514202386,-6.085748616441615,3357759.9999999995,2633,0.002244532524974472,8.278546408503965e-10,0.0009414014104641191,0.0013115958943288155,1.3932367764645126
11,-6.147392813369716,-6.121275604924527,3380331.999999999,951,0.002162960370552995,3.945605719562348e-10,0.0003363574938792995,0.0004752839548096044,1.4130309830991485
12,-6.184868565493437,-6.14926425473519,3699583.9999999986,360,0.002082979958470867,5.70669551071856e-10,0.00011731048680067818,0.00016595084399995477,1.4146243686838431
13,-6.217161792523541,-6.185409656215576,2805123.999999999,494,0.002025498162479594,4.951276565505266e-10,0.00021353779725958645,0.00029548500916873614,1.38375743232883
14,-6.2446027007728375,-6.218202063253035,2597755.9999999995,1218,0.0019796393054905127,1.965926991519406e-10,0.0005543245785978361,0.0007526502768569563,1.3577786541020522
15,-6.284733026577392,-6.246336688757495,3735451.9999999986,3022,0.0019003338947643081,9.557477972813628e-10,0.0009511566471741576,0.0012811356003055564,1.3469228737074497
16,-6.302169884158781,-6.285887797140063,4054175.9999999986,2492,0.0018525047609624188,8.532086894432627e-11,0.0007357845342678761,0.0010248211115487537,1.3928276261577137
17,-6.332048165835731,-6.321927343570879,4741939.999999998,2223,0.0017887861635625785,3.142378981392077e-11,0.0005641151090060189,0.0007869123169174241,1.3949498478780122
18,-6.3586606072568586,-6.333101814505778,3231399.999999999,1017,0.0017601733874581433,2.0798578022626372e-10,0.0003800210435105528,0.0005426543709099986,1.4279581938707808
19,-6.379494526956822,-6.359700877986352,3376575.9999999995,497,0.00171502635121431,1.4680363046087132e-10,0.00016821774483974302,0.00021498241186365452,1.2779999236396402
20,-6.411787753986925,-6.380035617678962,3128131.999999999,3128,0.0016708629097735284,2.9687943568794376e-10,0.001197200118153582,0.0016714500812489742,1.396132324934433
21,-6.441311907503021,-6.414493802658145,3455115.999999999,1449,0.0016157276854540006,1.596184392796113e-10,0.0004986807968241878,0.000692926307824997,1.3895184106133769
22,-6.462995188339775,-6.44185299822516,3376407.999999999,6518,0.0015777882325998197,1.0189447135106698e-10,0.002309555006385485,0.0031986626290602936,1.3849691903081427
23,-6.483219807274667,-6.464514990587702,3215155.999999999,1433,0.0015462732650335517,1.0966661955412146e-10,0.0005191038941811845,0.0006905212734936072,1.3302176530888687
24,-6.496795845622167,-6.483301395258151,3864587.999999999,1424,0.0015213526657301265,3.447281425372883e-11,0.0004370452943496177,0.0006014255156042103,1.3761170498961628
25,-6.528182888300874,-6.517596279571567,4567723.999999998,1533,0.0014692866328307867,3.199232179714129e-11,0.0003973532551441376,0.0005456281517538963,1.3731562852395687
26,-6.561516386060472,-6.529380175970335,3438371.9999999986,1743,0.0014329000710611355,2.819934568044746e-10,0.0006049374529573882,0.0008331680603779492,1.3772792117785781
27,-6.586322284188089,-6.562627695339504,3380523.9999999986,793,0.001399978149583307,1.3004890819587678e-10,0.0002854587040352325,0.0004131680568901764,1.4473824794996382
28,-6.606013805321021,-6.589028332859307,4109363.9999999986,33634,0.001367203475245666,5.039784758665661e-11,0.009764041345570754,0.013425490563758854,1.3749932060100494
29,-6.632482652883757,-6.612980583355418,4399667.999999998,2857,0.001325156681241865,4.746407124903931e-11,0.0007730128727894926,0.001063346366866692,1.375586819874592
30,-6.6663529756573485,-6.634154714551281,3617767.999999999,6814,0.0012923226750572508,2.0009219629790494e-10,0.002235908991400223,0.0030551748293888847,1.366412783815233
31,-6.680470104726989,-6.666434563640832,4713183.999999999,1393,0.0012653496380787659,4.1848838632258943e-11,0.00035241569181258364,0.00048595909634249366,1.3789370501472744
32,-6.708412896791449,-6.68170658797194,2954839.999999999,656,0.0012347777809863505,1.1400657363442102e-10,0.00026566582285335257,0.00037389214046414034,1.407377217143791
33,-6.72280884976426,-6.709807295681799,3898439.999999999,569,0.001209785510976328,3.374116071910091e-11,0.00017186361724176854,0.0002359622955275567,1.3729622684157572
34,-6.752404041829891,-6.723229145595935,2335157.9999999995,51714,0.0011871978899417857,1.4595521039658073e-10,0.026258180388650368,0.03524854727307923,1.3423834631877072
35,-6.77402732536328,-6.756562643355533,3124799.999999999,332,0.001158116513684574,2.448827250817843e-11,0.00013280849974398366,0.00019743499887116183,1.4866139950642225
