,label,n_lambdas,n_nonzeros,log_lambda,sum_counts,sum_counts_2,mean_lambda,mean_count,var_count
0,"(0.0, 0.0, 0.0, 0.0, 0.0)",15504.0,1,-inf,5.0,25.0,0.0,0.00032249742002063984,0.0016123830955172792
1,"(0.0, 8.0, 8.0, 9.0, 14.0)",3588000.0000000005,1,-inf,1.0,1.0,0.0,2.7870680044593084e-07,2.787067227684502e-07
2,"(1.0, 1.0, 1.0, 3.0, 4.0)",581400.0000000002,1,-11.621846785812872,1.0,1.0,8.96800974267497e-06,1.7199862401100784e-06,1.7199832817574123e-06
3,"(1.0, 1.0, 1.0, 4.0, 9.0)",889200.0000000006,6,-12.13883365516661,6.0,6.0,5.347755300146345e-06,6.747638326585691e-06,6.747592795962704e-06
4,"(1.0, 1.0, 1.0, 7.0, 8.0)",889200.0000000006,1,-11.267474572502769,1.0,1.0,1.2781975129235712e-05,1.1246063877642818e-06,1.1246051230247544e-06
5,"(1.0, 1.0, 1.0, 8.0, 9.0)",741000.0000000001,2,-11.781787290273522,2.0,2.0,7.642488482057301e-06,2.6990553306342774e-06,2.6990480457345995e-06
6,"(1.0, 1.0, 1.0, 8.0, 13.0)",681720.0000000002,1,-11.406254117737458,1.0,1.0,1.112568545655747e-05,1.4668778970838462e-06,1.4668757453530811e-06
7,"(1.0, 1.0, 1.0, 8.0, 14.0)",681720.0000000002,3,-11.315911351361194,3.0,3.0,1.2177612275904868e-05,4.4006336912515385e-06,4.400614325674654e-06
8,"(1.0, 1.0, 1.0, 9.0, 9.0)",370500.00000000006,3,-12.41721271075802,3.0,3.0,4.048303268174528e-06,8.097165991902832e-06,8.097100427805732e-06
9,"(1.0, 1.0, 1.0, 9.0, 11.0)",741000.0000000001,1,-12.046438181033832,1.0,1.0,5.865409947475083e-06,1.3495276653171387e-06,1.3495258440922193e-06
10,"(1.0, 1.0, 1.0, 9.0, 13.0)",681720.0000000002,1,-12.041679538221956,1.0,1.0,5.8933878539963395e-06,1.4668778970838462e-06,1.4668757453530811e-06
11,"(1.0, 1.0, 1.0, 9.0, 14.0)",681720.0000000002,11,-11.951336771845693,13.0,17.0,6.450604105043688e-06,1.9069412662090002e-05,2.493656060792611e-05
12,"(1.0, 1.0, 1.0, 11.0, 13.0)",681720.0000000002,1,-11.670905008497764,2.0,4.0,8.53867248901691e-06,2.9337557941676923e-06,5.8675029814123245e-06
13,"(1.0, 1.0, 2.0, 2.0, 9.0)",755820.0000000002,1,-12.086796322422533,1.0,1.0,5.633406016650861e-06,1.3230663385462142e-06,1.323064588041678e-06
14,"(1.0, 1.0, 2.0, 3.0, 7.0)",1744200.0000000007,1,-11.355606692384235,1.0,1.0,1.1703686358797892e-05,5.733287467033595e-07,5.733284179975078e-07
15,"(1.0, 1.0, 2.0, 4.0, 9.0)",2667600.000000002,1,-12.10852722391732,1.0,1.0,5.51230758003126e-06,3.7486879592142726e-07,3.748686553948131e-07
16,"(1.0, 1.0, 2.0, 4.0, 12.0)",2359800.000000001,1,-11.855821171176611,2.0,4.0,7.097122262809589e-06,8.475294516484444e-07,1.6950581849907175e-06
17,"(1.0, 1.0, 2.0, 6.0, 7.0)",2975400.0000000014,2,-11.577534277044505,2.0,2.0,9.374341045627922e-06,6.721785306177317e-07,6.721780787937547e-07
18,"(1.0, 1.0, 2.0, 6.0, 9.0)",2667600.000000002,4,-12.091846994815256,6.0,10.0,5.605025259689453e-06,2.2492127755285632e-06,3.7486829002561627e-06
19,"(1.0, 1.0, 2.0, 7.0, 9.0)",2667600.000000002,2,-11.872593561737975,2.0,2.0,6.9790792553089905e-06,7.497375918428545e-07,7.497370297363979e-07
20,"(1.0, 1.0, 2.0, 7.0, 11.0)",2667600.000000002,1,-11.501819032013785,1.0,1.0,1.0111683383533915e-05,3.7486879592142726e-07,3.748686553948131e-07
21,"(1.0, 1.0, 2.0, 7.0, 13.0)",2359800.000000001,1,-11.49706038920191,2.0,4.0,1.0159915942725936e-05,8.475294516484444e-07,1.6950581849907175e-06
22,"(1.0, 1.0, 2.0, 8.0, 9.0)",2223000.0000000005,7,-11.751480859024232,8.0,10.0,7.877650495487929e-06,3.5987404408457032e-06,4.498412600124368e-06
23,"(1.0, 1.0, 2.0, 8.0, 14.0)",2045160.0000000007,2,-11.285604920111904,2.0,2.0,1.2552321616756689e-05,9.779185980558975e-07,9.77917641731113e-07
24,"(1.0, 1.0, 2.0, 9.0, 9.0)",1111500.0000000002,3,-12.38690627950873,3.0,3.0,4.172870959674069e-06,2.6990553306342774e-06,2.6990480457345995e-06
