,label,n_lambdas,n_nonzeros,log_lambda,sum_counts,sum_counts_2,mean_lambda,mean_count,var_count
0,"(0.0, 0.0, 0.0, 0.0)",8855.0,1,-inf,6.0,36.0,0.0,0.0006775832862789384,0.004065040598563786
1,"(0.0, 0.0, 0.0, 3.0)",35420.0,1,-inf,1.0,1.0,0.0,2.8232636928289102e-05,2.8231839846501176e-05
2,"(0.0, 0.0, 3.0, 4.0)",148763.99999999997,1,-inf,1.0,1.0,0.0,6.7220564114974065e-06,6.722011225455007e-06
3,"(0.0, 1.0, 8.0, 9.0)",382535.9999999999,1,-inf,1.0,1.0,0.0,2.6141330489156584e-06,2.614126215224061e-06
4,"(0.0, 1.0, 9.0, 11.0)",382535.9999999999,1,-inf,1.0,1.0,0.0,2.6141330489156584e-06,2.614126215224061e-06
5,"(0.0, 3.0, 3.0, 7.0)",148763.99999999997,1,-inf,1.0,1.0,0.0,6.7220564114974065e-06,6.722011225455007e-06
6,"(0.0, 3.0, 7.0, 11.0)",396704.0,1,-inf,1.0,1.0,0.0,2.520771154311527e-06,2.520764800024315e-06
7,"(0.0, 3.0, 8.0, 12.0)",283360.0,1,-inf,1.0,1.0,0.0,3.529079616036138e-06,3.5290671616332016e-06
8,"(0.0, 3.0, 9.0, 11.0)",382535.9999999999,1,-inf,1.0,1.0,0.0,2.6141330489156584e-06,2.614126215224061e-06
9,"(0.0, 3.0, 11.0, 14.0)",283360.0,1,-inf,1.0,1.0,0.0,3.529079616036138e-06,3.5290671616332016e-06
10,"(0.0, 8.0, 8.0, 9.0)",226044.0,1,-inf,2.0,4.0,0.0,8.847834934791456e-06,1.7695591585399878e-05
11,"(1.0, 1.0, 1.0, 9.0)",49587.99999999999,3,-7.220583401980305,3.0,3.0,0.0007313756084132477,6.0498507703476654e-05,6.049484763404231e-05
12,"(1.0, 1.0, 2.0, 9.0)",148763.99999999997,3,-7.190276970731015,3.0,3.0,0.0007538802888000488,2.016616923449222e-05,2.0165762560110625e-05
13,"(1.0, 1.0, 3.0, 3.0)",53130.0,1,-6.456413189109734,1.0,1.0,0.0015704184144492137,1.8821757952192734e-05,1.8821403693620323e-05
14,"(1.0, 1.0, 3.0, 6.0)",148763.99999999997,1,-6.67834077377,1.0,1.0,0.0012578633218682154,6.7220564114974065e-06,6.722011225455007e-06
