-inf,-1.195436467257235069e+00,-1.157662932841760917e+00,-9.591761521444870375e-01
-1.195977557979375661e+00,-inf,-1.160450569496464635e+00,-9.564701034732678853e-01
-8.176773374111683257e-01,-1.462537456545663694e+00,-inf,-1.118111824459194548e+00
-1.203823301537430446e+00,-1.088936928225238798e+00,-1.012303298874553281e+00,-inf
