-inf,-1.197305887535862423e+00,-1.166999456286572201e+00,-9.501225440190306237e-01
-1.188730357781359492e+00,-inf,-1.172050128679296144e+00,-9.527966956020141875e-01
-8.316839928882708843e-01,-1.467109413372769788e+00,-inf,-1.096334883648579783e+00
-1.214403360632061446e+00,-1.091576240836704459e+00,-1.001233474460441641e+00,-inf
