,label,n_lambdas,n_nonzeros,log_lambda,sum_counts,sum_counts_2,mean_lambda,mean_count,var_count
0,"(1.0, 1.0, 1.0, 1.0, 2.0)",101745.0,1,-11.58782751409459,2.0,4.0,9.27834364066111e-06,1.9656985601258048e-05,3.9313584805433166e-05
1,"(1.0, 1.0, 1.0, 1.0, 3.0)",101745.0,3,-11.389340733397315,3.0,3.0,1.1315458781423395e-05,2.948547840188707e-05,2.9484609008450482e-05
2,"(1.0, 1.0, 1.0, 1.0, 6.0)",185535.0,2,-11.590615150749294,2.0,2.0,9.252515006982473e-06,1.0779637265206026e-05,1.0779521064626457e-05
3,"(1.0, 1.0, 1.0, 1.0, 7.0)",185535.0,6,-11.386634684726095,6.0,6.0,1.1346120430870479e-05,3.2338911795618074e-05,3.233786599040195e-05
4,"(1.0, 1.0, 1.0, 1.0, 8.0)",155610.00000000003,5,-11.247841918663998,5.0,5.0,1.3035398771709131e-05,3.213161107897949e-05,3.213057863854896e-05
5,"(1.0, 1.0, 1.0, 1.0, 9.0)",155610.00000000003,1,-11.892702037798491,1.0,1.0,6.840142195032262e-06,6.426322215795899e-06,6.426280918178678e-06
6,"(1.0, 1.0, 1.0, 1.0, 11.0)",155610.00000000003,1,-11.548276405712024,1.0,1.0,9.652666054312424e-06,6.426322215795899e-06,6.426280918178678e-06
7,"(1.0, 1.0, 1.0, 2.0, 2.0)",203490.0,2,-11.550053979679117,2.0,2.0,9.635522967487678e-06,9.828492800629024e-06,9.828396201358291e-06
8,"(1.0, 1.0, 1.0, 2.0, 3.0)",406980.0,4,-11.351567198981842,4.0,4.0,1.1751058938823321e-05,9.828492800629024e-06,9.828396201358291e-06
9,"(1.0, 1.0, 1.0, 2.0, 4.0)",742139.9999999999,8,-11.58836860481673,10.0,16.0,9.273324573008255e-06,1.3474546581507534e-05,2.155909296700648e-05
10,"(1.0, 1.0, 1.0, 2.0, 6.0)",742139.9999999999,11,-11.55284161633382,12.0,14.0,9.60870003414226e-06,1.616945589780904e-05,1.8864103762806518e-05
11,"(1.0, 1.0, 1.0, 2.0, 7.0)",742139.9999999999,7,-11.348861150310622,7.0,7.0,1.1782900939821612e-05,9.432182607055274e-06,9.432093640986541e-06
12,"(1.0, 1.0, 1.0, 2.0, 8.0)",622440.0000000001,9,-11.210068384248522,10.0,12.0,1.353720977790974e-05,1.6065805539489746e-05,1.9278708537280064e-05
13,"(1.0, 1.0, 1.0, 2.0, 9.0)",622440.0000000001,6,-11.854928503383018,6.0,6.0,7.103460463813859e-06,9.639483323693847e-06,9.6393904040551e-06
14,"(1.0, 1.0, 1.0, 2.0, 11.0)",622440.0000000001,8,-11.510502871296548,10.0,16.0,1.002425530524854e-05,1.6065805539489746e-05,2.5705030753075964e-05
15,"(1.0, 1.0, 1.0, 2.0, 12.0)",502740.0,4,-11.596214348374785,4.0,4.0,9.200853114469488e-06,7.956398933842544e-06,7.956335629558549e-06
16,"(1.0, 1.0, 1.0, 2.0, 13.0)",502740.0,8,-11.481327975062593,8.0,8.0,1.032101990218808e-05,1.5912797867685087e-05,1.591254465054911e-05
17,"(1.0, 1.0, 1.0, 2.0, 14.0)",502740.0,8,-11.404694345711908,8.0,8.0,1.1143052530314566e-05,1.5912797867685087e-05,1.591254465054911e-05
18,"(1.0, 1.0, 1.0, 3.0, 3.0)",203490.0,2,-11.153080418284569,2.0,2.0,1.4331073326236229e-05,9.828492800629024e-06,9.828396201358291e-06
19,"(1.0, 1.0, 1.0, 3.0, 4.0)",742139.9999999999,10,-11.389881824119456,10.0,10.0,1.1309337747826585e-05,1.3474546581507534e-05,1.3474365018101957e-05
20,"(1.0, 1.0, 1.0, 3.0, 6.0)",742139.9999999999,6,-11.354354835636546,6.0,6.0,1.1718346872055624e-05,8.08472794890452e-06,8.084662586078512e-06
21,"(1.0, 1.0, 1.0, 3.0, 7.0)",742139.9999999999,13,-11.150374369613347,13.0,13.0,1.4369906426600767e-05,1.7516910555959794e-05,1.7516603713804367e-05
22,"(1.0, 1.0, 1.0, 3.0, 8.0)",622440.0000000001,13,-11.01158160355125,14.0,16.0,1.6509384130388235e-05,2.2492127755285647e-05,2.5704782967372635e-05
23,"(1.0, 1.0, 1.0, 3.0, 9.0)",622440.0000000001,8,-11.656441722685743,9.0,11.0,8.6630671590462e-06,1.4459224985540772e-05,1.767217702425154e-05
24,"(1.0, 1.0, 1.0, 3.0, 11.0)",622440.0000000001,6,-11.312016090599275,7.0,9.0,1.2225139757048518e-05,1.1246063877642823e-05,1.4459098511588032e-05
25,"(1.0, 1.0, 1.0, 3.0, 12.0)",502740.0,3,-11.39772756767751,3.0,3.0,1.1220954752576104e-05,5.967299200381907e-06,5.96726359172216e-06
26,"(1.0, 1.0, 1.0, 3.0, 13.0)",502740.0,4,-11.28284119436532,6.0,12.0,1.2587060773827741e-05,1.1934598400763814e-05,2.386905436688864e-05
27,"(1.0, 1.0, 1.0, 3.0, 14.0)",502740.0,5,-11.206207565014632,5.0,5.0,1.3589575520079156e-05,9.945498667303179e-06,9.945399754359437e-06
28,"(1.0, 1.0, 1.0, 4.0, 4.0)",618450.0000000001,8,-11.626683229954343,9.0,11.0,8.92474118182507e-06,1.4552510308028131e-05,1.7786189712033672e-05
29,"(1.0, 1.0, 1.0, 4.0, 6.0)",1236900.0000000002,19,-11.591156241471436,20.0,22.0,9.247509911183273e-06,1.6169455897809037e-05,1.7786140036285907e-05
30,"(1.0, 1.0, 1.0, 4.0, 7.0)",1236900.0000000002,17,-11.387175775448238,19.0,23.0,1.1339982811027344e-05,1.5360983102918583e-05,1.8594638322678503e-05
31,"(1.0, 1.0, 1.0, 4.0, 8.0)",1071980.0000000002,14,-11.24838300938614,18.0,26.0,1.302834734627681e-05,1.679135804772477e-05,2.4253901897008468e-05
32,"(1.0, 1.0, 1.0, 4.0, 9.0)",1071980.0000000002,9,-11.893243128520634,9.0,9.0,6.8364420586973895e-06,8.395679023862384e-06,8.395608536436113e-06
33,"(1.0, 1.0, 1.0, 4.0, 11.0)",1071980.0000000002,13,-11.548817496434165,17.0,27.0,9.647444499061457e-06,1.5858504822851168e-05,2.5186785579411935e-05
34,"(1.0, 1.0, 1.0, 4.0, 12.0)",865829.9999999999,2,-11.6345289735124,3.0,5.0,8.854993918539314e-06,3.464883406673366e-06,5.774793672371921e-06
35,"(1.0, 1.0, 1.0, 4.0, 13.0)",865829.9999999999,7,-11.519642600200209,9.0,15.0,9.933053742948286e-06,1.0394650220020098e-05,1.7324308984613634e-05
36,"(1.0, 1.0, 1.0, 4.0, 14.0)",865829.9999999999,7,-11.443008970849522,7.0,7.0,1.0724186242548108e-05,8.08472794890452e-06,8.084662586078512e-06
37,"(1.0, 1.0, 1.0, 6.0, 6.0)",618450.0000000001,4,-11.555629252988522,5.0,7.0,9.581951769266403e-06,8.084727948904519e-06,1.1318553765640316e-05
38,"(1.0, 1.0, 1.0, 6.0, 7.0)",1236900.0000000002,19,-11.351648786965326,20.0,22.0,1.1750100232730682e-05,1.6169455897809037e-05,1.7786140036285907e-05
39,"(1.0, 1.0, 1.0, 6.0, 8.0)",1071980.0000000002,19,-11.212856020903226,26.0,42.0,1.3499525505163879e-05,2.4254183846713554e-05,3.917924717925705e-05
40,"(1.0, 1.0, 1.0, 6.0, 9.0)",1071980.0000000002,9,-11.857716140037722,9.0,9.0,7.0836861716259205e-06,8.395679023862384e-06,8.395608536436113e-06
41,"(1.0, 1.0, 1.0, 6.0, 11.0)",1071980.0000000002,14,-11.513290507951252,14.0,14.0,9.996350236390586e-06,1.3059945148230374e-05,1.30597745860631e-05
42,"(1.0, 1.0, 1.0, 6.0, 12.0)",865829.9999999999,10,-11.599001985029489,10.0,10.0,9.175240195415364e-06,1.1549611355577886e-05,1.1549477962055421e-05
43,"(1.0, 1.0, 1.0, 6.0, 13.0)",865829.9999999999,7,-11.484115611717296,9.0,13.0,1.0292288713457874e-05,1.0394650220020098e-05,1.5014386713498057e-05
44,"(1.0, 1.0, 1.0, 6.0, 14.0)",865829.9999999999,3,-11.407481982366612,3.0,3.0,1.111203300430714e-05,3.464883406673366e-06,3.4648714012563443e-06
45,"(1.0, 1.0, 1.0, 7.0, 7.0)",618450.0000000001,5,-11.14766832094213,5.0,5.0,1.4408844753534791e-05,8.084727948904519e-06,8.08466258607851e-06
46,"(1.0, 1.0, 1.0, 7.0, 8.0)",1071980.0000000002,21,-11.00887555488003,24.0,32.0,1.65541198285664e-05,2.2388477396966356e-05,2.985080195203499e-05
47,"(1.0, 1.0, 1.0, 7.0, 9.0)",1071980.0000000002,16,-11.653735674014523,16.0,16.0,8.686541587569001e-06,1.492565159797757e-05,1.4925428822901947e-05
48,"(1.0, 1.0, 1.0, 7.0, 11.0)",1071980.0000000002,15,-11.309310041928056,18.0,24.0,1.2258266381157443e-05,1.679135804772477e-05,2.238819544726127e-05
49,"(1.0, 1.0, 1.0, 7.0, 12.0)",865829.9999999999,7,-11.395021519006292,8.0,10.0,1.1251360323196862e-05,9.23968908446231e-06,1.1549525983723508e-05
50,"(1.0, 1.0, 1.0, 7.0, 13.0)",865829.9999999999,2,-11.2801351456941,2.0,2.0,1.2621168100138703e-05,2.3099222711155773e-06,2.309916935374679e-06
51,"(1.0, 1.0, 1.0, 7.0, 14.0)",865829.9999999999,9,-11.203501516343415,13.0,21.0,1.3626399373957255e-05,1.5014494762251253e-05,2.4253958411660594e-05
52,"(1.0, 1.0, 1.0, 8.0, 8.0)",432250.00000000006,14,-10.87008278881793,15.0,17.0,1.9018796300883715e-05,3.470213996529786e-05,3.9327887722152736e-05
53,"(1.0, 1.0, 1.0, 8.0, 9.0)",864500.0000000001,13,-11.514942907952426,18.0,28.0,9.979845906880614e-06,2.0821283979178713e-05,3.238823044174479e-05
54,"(1.0, 1.0, 1.0, 8.0, 11.0)",864500.0000000001,15,-11.170517275865956,18.0,24.0,1.4083350472242794e-05,2.0821283979178713e-05,2.776127844637174e-05
