,edge_sx,edge_dx,n_lambdas,n_nonzeros,mean_lambda,var_lambda,mean_count,var_count,F
0,-5.871011665296821,-5.606730848683792,1731141.9999999995,56,0.0030776102124148953,6.197319930454167e-08,3.870277539335307e-05,5.1409651498287646e-05,1.3267182463560923
1,-5.98982029057486,-5.8713817394441,3305175.999999999,91,0.0026290421084425425,1.120312834799111e-08,3.116324213899654e-05,3.9633831961160227e-05,1.2714539987875626
2,-6.088258651711641,-5.992124368010565,3998497.999999998,58,0.002362930094967611,6.535623969632505e-09,1.6006010256851455e-05,1.900688098764676e-05,1.1870756708745662
3,-6.123717718037529,-6.090791294462143,3498123.999999999,102,0.002219625155365338,3.482822458693535e-10,3.087369115560227e-05,3.487488312059699e-05,1.1295874750636308
4,-6.206697202842403,-6.130903913245255,4003635.9999999995,73,0.002118083338201128,3.1448474656722118e-09,2.0231609466994505e-05,2.4727113363860548e-05,1.2220465483346308
5,-6.237003634091693,-6.2069892324232505,4751851.999999998,80,0.0019880472712632945,4.241701136060034e-10,1.8308651027010108e-05,2.1675424055160112e-05,1.183866569583425
6,-6.282412447873117,-6.239677785674676,3324229.999999999,1143,0.0019168601768223003,6.913651360379018e-10,0.0003928729359881838,0.0005076324165131775,1.2921015388123074
7,-6.337974637978974,-6.287463120265841,4616723.999999999,151,0.0018105171047876913,6.772984570296191e-10,3.74724588257821e-05,4.786803743620437e-05,1.2774011003733028
8,-6.369881801154863,-6.346866655467949,4215511.999999999,2005,0.0017345654600219964,1.438201342211982e-10,0.0005349290904639818,0.0006679600805076595,1.248688748836143
9,-6.403357672547703,-6.372539658318651,3106883.9999999995,420,0.0016810963061051165,2.824113792696537e-10,0.00015385189791443778,0.00019824572104809737,1.2885472413669479
10,-6.459087340692719,-6.406553115663861,3896129.999999998,805,0.0016033917460207738,8.528863259948683e-10,0.0002304851224163466,0.00028330497810906484,1.2291644781782505
11,-6.4893396126851215,-6.462816681181872,3157419.999999999,995,0.0015414840409398813,1.402605049901807e-10,0.0003483857073180002,0.00042237547609185686,1.2123784844187515
12,-6.532818453454205,-6.493078995097498,3996187.999999999,3173,0.0014898494751121288,2.474947391359126e-10,0.0008878461173498346,0.0010962572136184894,1.2347375797463744
13,-6.577471732566592,-6.535492605037188,4589479.999999998,927,0.001416176201928996,3.023704375464532e-10,0.0002255157447031037,0.00027732261415328816,1.2297248342813107
14,-6.6077781638158815,-6.580145884149575,4796679.999999998,2902,0.0013713531080854267,1.4682803928924543e-10,0.000679428271220928,0.0008507521334056248,1.2521586495786965
15,-6.643502213934397,-6.610452315398865,4165923.999999998,3179,0.001326116604796832,9.178971848868368e-11,0.000847591074633143,0.0010355462931910117,1.2217521307070176
16,-6.68644547311756,-6.64803434252071,4096595.999999999,1455,0.00127410746396943,2.606706136214502e-10,0.00038861532843365574,0.00046169583830017264,1.1880529249591334
17,-6.720694005722764,-6.688225005870251,3561753.9999999986,1376,0.001222177005200339,1.5124012874240004e-10,0.0004304059179831062,0.0005262407756761789,1.2226612192091315
18,-6.745414973690927,-6.722989488358106,4331951.999999999,1528,0.001192491956607535,9.288632167519731e-11,0.000395664587234577,0.0004896919058423271,1.2376437739313848
19,-6.766699407877033,-6.745988339625825,4003257.999999999,5367,0.0011651795214108612,7.02957747364995e-11,0.0014990290408462312,0.001859486529902865,1.2404605974527176
20,-6.803182816972896,-6.76875211563355,4237799.999999998,1881,0.0011346222316925042,1.9762856233849012e-10,0.0004995516541601776,0.0006248389374553173,1.2507990607642046
21,-6.841752549179622,-6.804449989619581,4342015.999999998,810,0.0010853072738162995,1.3016068345070182e-10,0.0002077376039148636,0.0002546772330367436,1.2259557156557634
22,-6.863853524821687,-6.842122623326901,5603275.999999998,3416,0.0010582974238426838,6.78073622319581e-11,0.0006792454985262195,0.0008376197766507684,1.233161957879465
23,-6.892200679255373,-6.866527676404672,4636043.999999999,27676,0.0010299480314244593,8.447852055916182e-11,0.00661425991642875,0.008034259453517403,1.2146875796463763
24,-6.922888540750341,-6.893233553768312,3931255.9999999986,855,0.0009971965238363264,1.011862973732253e-10,0.00024139867767451428,0.0002911972439990902,1.2062913749901458
25,-6.956248998954468,-6.923539985017602,5040335.999999999,5411,0.0009681854986161357,6.753943079152675e-11,0.001188611235441447,0.0014463081489187372,1.2168049890948167
26,-6.981922001805168,-6.958923150537451,4130867.9999999995,651,0.0009413973436513971,3.587834378094304e-11,0.00017357126879871253,0.00020936896298798978,1.2062418426660657
27,-6.999255230048318,-6.983576320144575,4255733.999999999,29554,0.0009206777487842508,2.0827076255999022e-11,0.007673176941979928,0.00924175063736588,1.2044229771344401
28,-7.019035386470463,-7.000548578827486,3269391.9999999995,6831,0.0009017449017762632,2.3470400891069402e-11,0.0023190856281534917,0.002831234887944713,1.2208410203156688
29,-7.064342237568013,-7.023794029282339,3287311.999999999,20810,0.000870030848544814,1.5650277273035628e-10,0.00694457964440248,0.008261601634191687,1.1896474517860833
30,-7.101644797128056,-7.069100880379889,4671015.999999997,11034,0.0008357319005624555,5.156480343929752e-11,0.0026268375017340995,0.0032176658576750176,1.2249200051339608
31,-7.131951228377346,-7.102461338584018,4052075.999999999,10061,0.0008127126805356423,5.3968243512653065e-11,0.0027608070529772893,0.003376075584835612,1.2228581954782265
32,-7.159970539481725,-7.134714780625158,3037999.999999999,38897,0.000788588137654831,3.829302509281588e-11,0.01420111915734036,0.017137037892098382,1.2067385439088765
33,-7.194856812716796,-7.1614963545126695,3612195.999999999,5872,0.000762346669303964,5.4213789539249325e-11,0.0017883857908042647,0.0021439719848511556,1.1988307789412644
34,-7.224471916923413,-7.195327643123739,3415663.999999999,31675,0.000739013010629906,3.691246050477521e-11,0.010222609718051896,0.012237754397527037,1.1971262425292613
35,-7.283686277230772,-7.229105345322001,2803639.999999999,51627,0.0007110020250063306,1.438008565320713e-10,0.020354253755831712,0.02428217037678508,1.192977670627061
36,-7.394568559006528,-7.285738984987288,2507525.9999999995,41198,0.000641763703783524,5.59885118095563e-10,0.018189243102564045,0.021820865914089053,1.1996576895015472
37,-7.482228642056844,-7.401754754214253,2557925.999999999,28256,0.0005798231104328272,2.0748603650353259e-10,0.01222201111369133,0.014671614138388944,1.2004255105338175
38,-7.760190453654119,-7.490386927817212,1267181.9999999998,45024,0.0005085054298552896,2.6376364693694673e-09,0.039250084044754434,0.046000352411781464,1.1719809242113635
39,-inf,-7.7772879267503185,2764873.9999999995,4177,1.2343483606893331e-05,4.795730440529224e-09,0.001683259345633834,0.002074657330137077,1.2325210252288386
