,edge_sx,edge_dx,n_lambdas,n_lambdas_inferred_aritm,n_lambdas_inferred_geo,n_nonzeros,mean_aritm_lambda,mean_geom_lambda,mean_lambda,var_uniform_lambda,var_lambda,mean_count,var_count
0,-6.899712,-7.5759997,344377,192234.82935609852,253507.47534173628,38393,0.9300395802303562,0.705249420195561,0.42106783,0.122532292036294,0.010634188,0.5191577834756677,5.035980499637081
1,-7.5759997,-7.689474,517919,602547.9397014135,607697.2154675199,38393,0.28652160039838737,0.284093781583614,0.27994636,0.0004617835867916627,0.00043852298,0.3333397693461719,3.3220488574483054
2,-7.689474,-7.764375,640751,741068.6309996904,743825.6855860511,38393,0.22955498706039695,0.22870412153886255,0.22740567,0.00012997229181206467,0.00012753741,0.26549470855293245,2.5330605838458453
3,-7.764375,-7.8222585,748837,849950.1055804363,851838.1036481814,38393,0.19671860607137331,0.19628260262592792,0.19566774,5.7116627018740226e-05,5.6612997e-05,0.223280900917022,2.0846381924047197
4,-7.8222585,-7.8703904,847693,966932.9154261659,968417.8784761792,38393,0.17399655892968396,0.17372975420975603,0.1733761,3.0925007196248764e-05,3.074541e-05,0.19847161649323516,1.9188026087585113
5,-7.8703904,-7.91282,959737,1068899.9488348102,1070175.5048960373,38393,0.1567153223111322,0.15652853128634553,0.15629585,1.9503713473865847e-05,1.942007e-05,0.17454052516470658,1.6340301488929618
6,-7.91282,-7.950221,1043675,1164824.5444300177,1165904.584986583,38393,0.14291594454807746,0.14278355376903823,0.14262533,1.260799305110679e-05,1.2579134e-05,0.15950559321627902,1.5031238507064937
7,-7.950221,-7.984619,1149386,1250614.4399323268,1251595.2614063239,38393,0.13155853214752822,0.1314554353738373,0.13133858,9.038630495700419e-06,9.021077e-06,0.1431451227002939,1.3271376857794015
8,-7.984619,-8.016286,1242198,1345925.2987306819,1346819.8754523573,38393,0.1219086974252887,0.12182772395223997,0.121743925,6.578728182470037e-06,6.565044e-06,0.1320884432272472,1.2268261003763274
9,-8.016286,-8.045767,1334824,1453109.6117175955,1453946.6858841043,38393,0.11361152570236002,0.11354611665118476,0.11348166,4.9527219511840075e-06,4.942644e-06,0.12367922662463365,1.1796085450040898
