,edge_sx,edge_dx,n_lambdas,n_lambdas_inferred_aritm,n_lambdas_inferred_geo,n_nonzeros,mean_aritm_lambda,mean_geom_lambda,mean_lambda,var_uniform_lambda,var_lambda,mean_count,var_count
0,-6.981624,-7.5465484,273946,189634.36254529475,231177.04379121712,2242,0.01264538751212471,0.01037300226992134,0.0069944607,1.743554974666877e-05,2.7386216e-06,0.008753549969702058,0.00988154230093761
1,-7.5465484,-7.6636887,445756,503435.7047982346,508020.8823891586,2242,0.004773201378243656,0.004730120519256988,0.0046553705,1.3647042352371277e-07,1.2921487e-07,0.00539084162636061,0.006169397175970387
2,-7.6636887,-7.739451,555013,629846.3287171476,632243.8214586288,2242,0.0038025148211597347,0.0037880955395887855,0.0037654995,3.648371602899978e-08,3.5754585e-08,0.00431521423822505,0.004876759754995741
3,-7.739451,-7.796836,641515,737528.1077815978,739138.2869888112,2242,0.0032568250276249783,0.003249730182136216,0.0032394836,1.5387667959119237e-08,1.5235045e-08,0.0037442616306711455,0.0042789432570760275
4,-7.796836,-7.8444576,727997,834255.8477828702,835510.0273413223,2242,0.002884007353852201,0.0028796781860968637,0.0028738633,8.317320530484334e-09,8.263712e-09,0.003304958674280251,0.0037638180781372475
5,-7.8444576,-7.8855324,807035,924303.2724278807,925336.953893524,2242,0.0026030417415705185,0.002600133918651272,0.002596439,5.043304479219085e-09,5.020727e-09,0.00298128333963211,0.0034135161824268402
6,-7.8855324,-7.923788,931135,1008637.7695414333,1009616.2202105366,2242,0.002375481141350989,0.00237317898824997,0.002370406,3.644047547682116e-09,3.6313994e-09,0.002573203670788876,0.002923136391613235
7,-7.923788,-7.9567,962050,1093207.8061770888,1093992.6780241216,2242,0.0021880560918831563,0.0021864862974405193,0.0021846956,2.289044110613491e-09,2.2806161e-09,0.0024863572579387765,0.0028107194360365993
8,-7.9567,-7.988648,1098352,1176044.5855504547,1176840.202317019,2242,0.002030535261452084,0.002029162494022886,0.0020276823,1.8576736170350586e-09,1.8542915e-09,0.0021741663874604864,0.0024498595083058475
9,-7.988648,-8.018172,1176012,1259245.17541006,1259972.7097457247,2242,0.001891609391494652,0.0018905171370582397,0.0018893975,1.3770148266283039e-09,1.3731506e-09,0.002025489535821063,0.0022764863657221816
10,-8.018172,-8.045805,1257506,1352333.1183473847,1353017.51640051,2242,0.0017710133453854946,0.0017701175121306043,0.0017692584,1.0574209273604992e-09,1.0565159e-09,0.0019045634772319178,0.0021729030083928267
11,-8.045805,-8.071244,1304657,1444252.980034772,1444872.456393,2242,0.001665913128281773,0.0016651988826794943,0.0016645412,7.930773681757755e-10,7.9217993e-10,0.0018441628719272575,0.002115163559564041
12,-8.071244,-8.09617,1427031,1519050.2182471463,1519675.7580884583,2242,0.0015720349276902427,0.00157138783539179,0.0015707947,6.780282202570384e-10,6.7779343e-10,0.0016734044319990245,0.0018990504832875994
13,-8.09617,-8.11943,1474204,1606459.3727441276,1607035.3764125465,2242,0.0014871213306310693,0.0014865883073047629,0.0014861202,5.283522008939965e-10,5.2750737e-10,0.001620535556815746,0.001824122401346603
14,-8.11943,-8.142486,1608395,1680978.8408255845,1681571.0814642517,2242,0.0014098928210399212,0.0014093962640795946,0.0014089581,4.66645872796393e-10,4.661979e-10,0.0014735186319281023,0.0016404600616405363
15,-8.142486,-8.164912,1711828,1781844.117088309,1782438.0840668883,2242,0.0013379397092803309,0.0013374938637759366,0.0013371374,3.976100102842202e-10,3.970147e-10,0.001392663281591375,0.001568311705811966
16,-8.164912,-8.186346,1783725,1882832.6559641855,1883405.9464372986,2242,0.0012720195777428437,0.001271632387340842,0.0012713233,3.282925423043151e-10,3.2802805e-10,0.0013426957630800712,0.0015315052733170323
17,-8.186346,-8.20675,1836525,1963425.4131943975,1963967.1651956118,2242,0.0012121672583059093,0.0012118328871159876,0.0012115721,2.701719376650563e-10,2.700429e-10,0.0012959257292985394,0.0014575982884873712
18,-8.20675,-8.227463,2011870,2062046.255727756,2062632.5831385704,2242,0.0011561331339575683,0.0011558044896063972,0.0011555472,2.53268413414746e-10,2.5299346e-10,0.0011849672195519592,0.0013346662747337494
19,-8.227463,-8.247998,2146419,2182297.933293272,2182907.8702034247,2242,0.0011025075739173446,0.001102199516911259,0.0011019811,2.263918218987897e-10,2.2626824e-10,0.0011209367788861354,0.0012818107862956859
20,-8.247998,-8.267798,2222895,2268971.825689101,2269561.3854676974,2242,0.001052459079907151,0.0010521856845515088,0.0010520014,1.918000346266275e-10,1.9158207e-10,0.0010742747633154062,0.0012143779314206036
21,-8.267798,-8.286746,2272157,2355644.4210194647,2356204.9225769634,2242,0.0010065186319478088,0.0010062791980787712,0.0010061271,1.6064399067794052e-10,1.6064579e-10,0.0010435018354805587,0.0011735658482878056
22,-8.286746,-8.305661,2415249,2496925.280854071,2497517.366988979,2242,0.0009635851014240322,0.0009633566644225931,0.00096320873,1.4672826631256887e-10,1.4675237e-10,0.0009961705811698917,0.0011483715399868524
