,0,1,2,3,4,5,6,7,8,9,10,11
A,0.22446489435370284,0.22438359672323596,0.2236899026654755,0.22431717640087528,0.22436539576119113,0.2251956893580083,0.22633633573589548,0.22694480181051563,0.22873957493737024,0.23260862466039378,0.23728631147322174,0.20957939581458063
C,0.19628648145438032,0.19574934204841118,0.19586994320561252,0.19530843033742684,0.19521069908470792,0.19440752228351696,0.19357916748483067,0.19127372548158955,0.187783691009495,0.18111844595226959,0.16626502331147563,0.1472554109877467
G,0.28148180837584,0.2815469757334223,0.28164263629698105,0.2805152054002307,0.27923921244806527,0.2783898342193069,0.2773644606010369,0.27631743047575413,0.27605769747173337,0.2733074397830403,0.2634833254392156,0.2467050323602554
T,0.2977668158160768,0.2983200854949306,0.2987975178319309,0.29985918786146715,0.3011846927060357,0.30200695413916784,0.3027200361782369,0.3054640422321407,0.3074190365814014,0.3129654896042963,0.332965339776087,0.3964601608374173
