,0,1,2,3,4,5,6,7,8,9,10,11
A,0.22339561038855765,0.22332021501067856,0.22301787769915438,0.22397192808764857,0.2244520168681869,0.22552364319835524,0.226876600215403,0.22797030052137218,0.22970655776223195,0.23369922996383555,0.23802690042233932,0.20674001099948638
C,0.19479110711864084,0.1943888426610449,0.1942121296958583,0.19350506436488063,0.193172668137015,0.19268009423268342,0.1918342905598127,0.18935869359680174,0.18629547078191117,0.17972275121010936,0.1628651685960481,0.14190381694869977
G,0.28746818103602584,0.2870175223000667,0.2863178534241274,0.28499269369286334,0.2825769549365784,0.28120532215903216,0.2793689762270608,0.2782341280916584,0.27692714794684187,0.27446847859621976,0.2644234868602582,0.24581053853491053
T,0.29434510145677567,0.2952734200282098,0.2964521391808599,0.29753031385460743,0.2997983600582197,0.3005909404099292,0.3019201329977235,0.3044368777901677,0.307070823509015,0.31210954022983534,0.33468444412135434,0.4055456335169033
